349	P70188	Q03059
350	Q8TCT9	P04233
351	Q8TCT9	Q9Y6X1
352	P31786	O89090
353	P31786	P06537
354	P24394	P35225
355	Q8WXW3	P24394
356	Q8CF89	Q64729
357	Q8CF89	Q62312
358	P49848	Q15545
359	P54921	Q63666
360	P61588	P70336
361	O15197	Q5JZY3
362	Q6DQH2	P25963
363	Q6DQH2	Q13158
364	Q6DQH2	Q13546
365	Q6DQH2	P25446
366	P20023	O00459
367	O35657	P01132
368	Q01831	P0A9H1
369	P09471	O00167
370	Q0VC48	Q28177
371	Q0VC48	P48616
372	P20942	Q32L40
373	Q8AZK7	P12978
374	Q8N6C5	P05111
375	Q8N6C5	P09529
376	Q86XR8	P05230
377	P08047	Q9Y294
378	P15172	Q01105
379	P19838	Q01105
380	P04637	Q01105
381	Q68396	P50591
382	Q68396	O43557
383	Q68396	P01374
384	Q68396	P01375
385	Q68396	P48023
386	Q68396	P29965
387	Q68396	P32971
388	Q68396	O43508
389	Q68396	P41273
390	Q68396	P43489
391	Q68396	O75888
392	Q68396	O14788
393	Q68396	O95150
394	P06729	P09326
395	P06729	P13987
396	Q13347	P27037
397	Q13347	Q04771
398	Q13347	P36897
399	P0A6A8	P0AG20
400	P11084	P30154
401	Q922H7	Q62432
402	Q922H7	Q8BUN5
403	Q922H7	P97471
404	Q922H7	O35182
405	Q922H7	O35253
406	Q15628	O00220
407	Q13546	O00220
408	Q15628	O14763
409	Q13546	O14763
410	P49597	Q38898
411	P36871	P25815
412	P18627	P04578
413	Q9Y4K3	Q14653
414	Q8W420	Q9LVG4
415	Q8W420	Q93WK5
416	Q8W420	Q8L500
417	Q8W420	P92973
418	Q8W420	Q6R0H1
419	P21183	P04401
420	P27699	Q8R4I4
421	P03255	O00499
422	B7Z018	Q02870
423	B9EKI3	P42224
424	P01344	P08069
425	I0LJR4	I0LL25
426	Q8K094	Q9QZQ1
427	P98078-3	D3ZUY8
428	P98078-3	P08081
429	Q14186	P24941
430	Q14186	P78396
431	P10745	P62157
432	P09382	P17948
433	P09382	P35968
434	P09382	P35916
435	P62826	Q7L099
436	P61019	Q7L099
437	P51149	Q7L099
438	O00212	Q7L099
439	P01116	Q7L099
440	Q07832	Q61037
441	Q9P0N9	P49815
442	P31946	Q92574
443	P62258	Q92574
444	P61981	Q92574
445	Q04917	Q92574
446	P31947	Q92574
447	P63104	Q92574
448	O14640	Q92574
449	P31749	Q92574
450	Q12778	Q92574
451	Q15751	Q92574
452	P46527	Q92574
453	P63330	Q9EP53
454	O94907	Q9BQB4
455	P98066	P12645
456	Q08117	Q13547
457	Q08117	O15379
458	O60716	P60568
459	O26901	P0AGE0
460	P40933	P01589
461	P00973	Q9UIS9
462	P07911	P01375
463	O24456	P49177
464	P02769	P00747
465	Q9H2X6	P04637
466	Q9H2X6	Q00987
467	P15692-8	O14786
468	P51680	P10855
469	P51680	P30882
470	P51680	P14097
471	P35240-1	P15311
472	Q9H204	P26038
473	Q07436	P46150
474	P05121	P02751
475	Q8R0L9	P03372
476	P32494	P10276
477	O75528	P10276
478	Q86UR1	Q15080
479	Q9CZA6	P15331
480	Q9YP87	P09225
481	Q9YP87	Q06643
482	Q9YP87	P32970
483	Q9YP87	P32971
484	Q9YP87	P32972
485	Q9YP87	P29965
486	Q9YP87	P27548
487	Q9YP87	P41273
488	Q9YP87	P41274
489	Q9YP87	P48023
490	Q9YP87	P41047
491	Q9YP87	P41155
492	Q9YP87	P50591
493	Q9YP87	P50592
494	Q9YP87	P23510
495	Q9YP87	P43488
496	P06750	P97797
497	Q8CJ26	P01139
498	P59190	Q15276
499	P59190	Q9UJ41
500	Q10282	P27584
501	Q03405	P00749
502	Q03405	P27701
503	Q02040	Q01081
504	Q02040	P26368
505	P09951	P19491
506	O60832	O15360
507	P24394	P35225
508	G5DGD4	O24017
509	Q9SYV0	O24017
510	K4CRX6	O24017
511	P30533	P05067
512	O35718	P52332
513	O35718	Q62120
514	P11473	Q96RL1
515	P15207	Q96RL1
516	P37231	Q96RL1
517	P19793	Q96RL1
518	Q13133	Q96RL1
519	P13631	Q96RL1
520	P51449	Q96RL1
521	Q9NV88	Q9UKF6
522	Q5TA45	Q10570
523	Q9NV88	Q10570
524	P22607-3	P09038
525	P22607-3	P21781
526	P19784	Q13526
527	P97946	P35918
528	Q8K4N8	P70196
529	P22897	P02769
530	Q9NNX6	P02769
531	Q9UI95	Q9Y6D9
532	Q99650	P15018
533	P13725	P42702
534	O08674	Q01705
535	O08674	O35516
536	O08674	Q61982
537	O08674	P31695
538	O08674	P12978
539	P55072	P13569
540	P55072	P13569
541	P01857	P98086
542	P01857	P26151
543	C9WF17	Q26807
544	P46662	Q61391
545	P35917	Q00731
546	Q92990	P08069
547	Q92990	P06213
548	P63244	P63096
549	P63244	P63092
550	P63244	P50148
551	A1X4Q1	O14745
552	A1X4Q1	Q15599
553	Q6H3X3	P16757
554	P03495	P05161
555	Q80X44	O08734
556	P63244	P27815-1
557	P63244	Q07343-1
558	P63244	Q07343-2
559	P63244	Q07343-3
560	P63244	Q08493-2
561	P63244	Q08499-4
562	P63244	Q08499-5
563	P63244	Q08499-7
564	P63244	Q08499-1
565	Q08499-6	P35606
566	Q08499-6	P62873
567	P30658	P30658
568	P56546	P30658
569	Q96EV8	P48729
570	Q96EV8	P48730
571	Q96EV8	P49674
572	Q9BQY9	P48729
573	Q07326	P35968
574	P10242	P04637
575	P06876	P02340
576	Q07325	Q16570
577	P02778	Q16570
578	P27918	P08174
579	P0A9H1	Q01831
580	Q15910	Q9BQ52
581	Q15910	P35226
582	P25697	P25856
583	P25697	Q9LZP9
584	P24786	P01139
585	P24786	P21237
586	P60891	Q92793
587	P11632	Q02821
588	G0TQZ9	Q9U6W1
589	Q5FWY5	P54748-1
590	Q5FWY5	P54748-2
591	Q5FWY5	P14646-2
592	Q5FWY5	P14646-1
593	Q5FWY5	A1E347
594	Q5FWY5	P14270-1
595	Q5FWY5	P14270-5
596	P54748-1	Q9JLG9
597	P54748-1	Q9QVC8
598	P54748-1	Q5U2T9
599	P07620	P0A9A6
600	P07621	P0A9A6
601	P07620	P0A9X4
602	P07621	P0A9X4
603	P07620	P0ABH0
604	P07621	P0ABH0
605	P07620	P0A6S5
606	P07621	P0A6S5
607	P07620	P0AD68
608	P07621	P0AD68
609	P07620	P0AEN4
610	P07621	P0AEN4
611	P07620	P29131
612	P07621	P29131
613	P07620	P06136
614	P07621	P06136
615	P07620	P0ABG4
616	P07621	P0ABG4
617	P07620	P0AC30
618	P07621	P0AC30
619	Q8IUC6	O00206
620	Q15303-3	P27986
621	P70434	B2RWS6
622	P70671	B2RWS6
623	Q96QF0	Q16384
624	Q96QF0	Q99909
625	Q96QF0	O60224
626	Q9Y2D8	Q16384
627	Q9Y2D8	O60224
628	P26955	P04351
629	P26955	P08700
630	P26955	P05112
631	P26955	P01587
632	P26955	P15247
633	P26955	P07321
634	B2ZZS9	H2LD76
635	B2ZZS9	H2L8A6
636	B2ZZS9	H2LUV9
637	P19492	Q9QUL6
638	P49765	P35968
639	P02769	O27798
640	Q9Y4K3	P25942
641	Q13077	P25942
642	Q9BUZ4	P25942
643	O00463	P25942
644	Q9NRA1	P17948
645	P21109	Q99733
646	P21109	P09341
647	P21109	P02776
648	P05783	P00747
649	P19934	C4ZQ83
650	P05943	P35213
651	Q9EQW6	Q99MA9
652	P42586	Q62414
653	P36894	P01137
654	P36894	P12645
655	P36894	P22003
656	P36894	P22004
657	O00238	P01137
658	O00238	P12465
659	O00238	P22003
660	O00238	P22004
661	O60716	P25054
662	O60716	P35221
663	P12830	P35221
664	O60716	O60716
665	O60716	P35222
666	O60716	P14923
667	P63329	P62161
668	P02788	Q9NNX6
669	P00709	Q9NNX6
670	P61626	Q9NNX6
671	P05814	Q9NNX6
672	P03973	Q9NNX6
673	P20917	P20917
674	P20917	P11276
675	P20917	P13595
676	Q13330	P25490
677	Q13330	Q00688
678	P04163	P02540
679	Q68CL8	P04049
680	Q9JMB0	P05132
681	Q9JMB0	P0C605
682	Q9JMB0	Q61410
683	O88346	Q61410
684	O88346	P0C605
685	O75531	O43186
686	Q15406	Q9Y618
687	Q15406	P48552
688	O04291	Q61501
689	O04291	Q64701
690	Q9JHR9	P19793
691	Q9JHR9	P03372
692	Q12962	P20226
693	Q12962	P21675
694	Q12962	Q6P1X5
695	P12962	O00268
696	Q12962	Q15542
697	Q12962	P49848
698	Q12962	Q15545
699	Q12962	Q16594
700	Q12962	Q15544
701	Q12962	Q16514
702	Q12942	Q15543
703	Q62009	Q08024
704	P49763	P35968
705	P13213	P03969
706	P10909	Q504U8
707	P50570	Q9QPN3
708	Q62424	P97471
709	P70217	P97471
710	P01286	P20396
711	P03393	P14753
712	P29965	P04003
713	P04003	P25445
714	P04003	P48023
715	P62160	P02710
716	Q8WXF8	Q13158
717	Q8WXF8	Q14790
718	Q8WXF8	Q92851
719	P14151	Q05793
720	P14151	A2ASQ1
721	P14151	O35988
722	Q8N5F7	Q13546
723	P49459	Q9NW38
724	C7GKY3	C7GP96
725	C7GX20	C7GP96
726	Q24468	P04202
727	Q24468	P21274
728	P0AFS3	P0A6F5
729	Q14696	O94907
730	P03169	P63279
731	P03169	P63165
732	Q9NZQ7	P10747
733	Q9NZQ7	P16410
734	Q9NZQ7	Q9Y6W8
735	Q96RJ3	O75888
736	P04275	P00451
737	P35222	P07900
738	P35222	P10809
739	P35222	P34932
740	P35222	P14625
741	P35222	P35638
742	Q96RE7	Q05516
743	A4IFA9	Q07731
744	P07949	Q07731
745	Q9VZ23	P34021
746	Q9VZ23	P20153
747	P20153	Q9TVM2
748	P00772	P22298
749	Q61635	Q9QZ85
750	Q9FK13	Q9FIG9
751	Q8VY16	Q42545
752	Q8VY16	O82533
753	Q07820-2	P10415
754	Q07820-1	P10415
755	Q07820-1	Q07817
756	Q07820-1	Q92843
757	Q07820-1	Q07820-1
758	Q07820-2	Q07817
759	Q07820-2	Q92843
760	Q07820-2	Q07812
761	Q07820-2	Q16611
762	Q07820-2	O88498-1
763	Q07820-2	O88498-3
764	Q07820-2	O88498-4
765	Q07820-2	Q07820-2
766	P03255	P04637
767	Q04047	Q08473
768	Q80WE1	D3ZWB1
769	Q505F1	Q60953
770	Q62824	P23514
771	Q62824	O88618
772	Q62824	P28494
773	P16778	Q07812
774	P16778	P21796
775	Q05519	P08621
776	Q05519	Q8WU68
777	Q9S036	P08603-2
778	Q44790	P08603-2
779	G8JZS0	P08603-2
780	O30916	P55072
781	P0CL52	P55072
782	Q8T3B2	Q20024
783	P0C8E7	P13501
784	P0C8E7	P10145
785	P02769	Q06609
786	P16054	Q91YM2
787	Q9LZP8	Q01593
788	Q9UPT6	P05067
789	P19366	Q9LHE5
790	Q9SRH5	Q9LHE5
791	Q66100	Q9LHE5
792	Q15942	P19544
793	P63006	P19544
794	Q13873	P12643
795	P01583	P00533
796	P01375	P00533
797	Q61730	P01582
798	P15509	P08700
799	P04141	P26951
800	O70355	P31041
801	O70355	P09793
802	O70355	P09793
803	O70355	P09793
804	O70355	P09793
805	O70355	P09793
806	O70355	P09793
807	O70355	Q02242
808	O70355	Q9WVS0
809	O70355	Q7TSA3
810	P35968	P49763
811	P09693	P43403
812	P04234	P43403
813	P07766	P43403
814	O75888	Q96RJ3
815	P06493	P24864
816	P54826	P10415
817	P54826	Q07812
818	P54826	Q92934
819	P54826	P55957
820	P25205	P42224
821	Q04771	P08476
822	Q04771	P05111
823	Q04771	P07200
824	Q6EMB2	P03372
825	Q6EMB2	Q92731
826	Q6EMB2	P37231
827	Q6EMB2	P10828
828	Q6EMB2	P19793
829	Q6EMB2	P10276
830	P13808	Q02357
831	O12161	Q01105
832	P68400	P68400
833	P68400	P19784
834	P30154	P63151
835	P30154	Q15172
836	P30154	Q15173
837	P30117	Q92985
838	Q9J2K2	Q92985
839	Q9UBW7	Q9UKL0
840	O60341	Q9UKL0
841	Q13547	Q9UKL0
842	Q76RI8	Q07812
843	Q76RI8	Q16611
844	P31016	P41350
845	Q62227	Q60974
846	P61073	P01303
847	P61073	P10145
848	P61073	P55209
849	P26955	P01586
850	P26955	P01587
851	P32927	P04141
852	P09056	P42702
853	P25311	P61769
854	Q60841	O88689
855	P32298-2	P62158
856	P32298-4	P62158
857	P32298-3	P62158
858	P01140	P00757
859	P01140	P00756
860	P49765	P35968
861	P49763	P35968
862	P49763	P35916
863	P49765	P35916
864	Q62108	Q62261
865	Q62108	P63328
866	Q62108	P08551
867	Q62108	P28652
868	Q62108	Q68FD5
869	Q62106	P23818
870	Q62108	P23819
871	Q62108	Q9Z2W8
872	Q62108	P63143
873	Q62108	P62482
874	Q62108	P63001
875	Q62108	Q9JIA1
876	P01582	Q61730
877	P04141	Q6NSJ8
878	P16471	P67930
879	F1NVD2	P01346
880	F1NVD2	P01344
881	A6NIX2	O60663
882	O00311	P49736
883	O00623	O00623
884	O00623	O75381
885	O00623	O96011
886	O00623	Q9Y5Y5
887	O00628	O00628
888	O00628	P28328
889	O08599	Q8K1E0
890	O08599	Q99N50
891	O14775	Q6Y2X3
892	O15105	Q13363
893	O15116	Q9UK45
894	O15169	P30153
895	O43172	Q53GS9
896	O75400	Q9P2H0
897	P05627	Q61768
898	Q00262	Q99N50
899	Q09028	Q9Y618
900	Q06330	Q92769
901	Q6FHM7	Q9UBD5
902	P18847	P25963
903	P17036	P41240
904	P42285	Q9NQT5
905	P40616	Q8IWJ2
906	Q15024	Q15024
907	O43172	O43447
908	P17679	Q9CQA5
909	P48995	Q9UBN4
910	Q8BPB5	Q9QZJ6
911	Q8TEQ6	Q9H840
912	Q06265	Q15024
913	Q9NP66	Q9Y580
914	Q02535	Q8TBX8
915	Q13416	Q9UBD5
916	Q8TDR0	Q9BUZ4
917	O15530	P56277
918	P24385	Q9UBD5
919	P41240	Q16828
920	P41240	Q8TAU0
921	Q00262	Q80T23
922	Q6P2Q9	Q6P2Q9
923	Q80T23	Q9WTL2
924	Q04724	Q9BQ87
925	Q8TDR0	Q9Y4K3
926	P56524	Q969S8
927	P70452	Q549X6
928	Q8K0S5	Q8K0T0
929	Q9H2S9	Q9UHR5
930	Q92785	Q93096
931	Q9NQX6	Q9UHR5
932	Q93096	Q9UHX1
933	P62821	Q80T23
934	P70196	Q62523
935	Q14192	Q92730
936	Q5RKV6	Q9NPD3
937	P10415	Q96CV9
938	P40424	Q9BQG0
939	Q13242	Q16629
940	Q16891	Q9UKY1
941	Q80T23	Q9JKM7
942	Q5SNZ0	Q63210
943	P18847	P18848
944	Q64704	Q99N50
945	O43395	O94906
946	O75175	Q8TBX8
947	P42285	Q96B26
948	P62158	P62879
949	P02554	Q8HY58
950	Q93096	Q9H6S3
951	O95271	P70371
952	P02545	P04792
953	P27348	P31749
954	P62879	Q92730
955	O75192	P28328
956	P20338	P21731
957	P26038	Q92558
958	P62158	Q9H2S9
959	Q8NI70	Q9P2H0
960	Q92785	Q9H2S9
961	P31150	Q92785
962	P51150	Q80T23
963	Q64729	Q8CIN4
964	Q9NPD3	Q9NPD3
965	O94906	Q6P2Q9
966	P62312	Q9Y4Z0
967	P97503	Q9Z2V6
968	Q14192	Q8TBX8
969	Q8TAU0	Q8TAU0
970	Q1M168	Q8CFN2
971	Q68DY1	Q92730
972	Q16526	Q8NEZ5
973	Q71VB4	Q7TPV4
974	Q9H2S9	Q9H2S9
975	O43543	Q9BXW9
976	O60907	Q04724
977	P25963	Q8TAU0
978	P27601	Q76MZ3
979	P35279	Q91V27
980	Q06265	Q13868
981	Q12873	Q8NI70
982	P21246	P55854
983	P61027	Q99N50
984	P06685	Q01728
985	P24385	P49736
986	P35285	Q91V27
987	Q7L311	Q9H213
988	Q8WYQ5	Q9HAV4
989	Q9NQX6	Q9UH92
990	P62310	Q9Y4Z0
991	P28574	Q3UPW8
992	P31150	P41240
993	Q08499	Q14396
994	Q16828	Q9UHR5
995	O88895	P97503
996	P07196	Q8NI70
997	P18206	Q9HBI1
998	P31150	Q70SY1
999	Q13868	Q9NPD3
1000	Q70SY1	Q9UHX1
1001	Q96B26	Q9Y2L1
1002	P62158	Q02535
1003	P70196	Q8BFW7
1004	Q70SY1	Q9H6S3
1005	P08069	P08133
1006	P31273	P84022
1007	P51693	P51693
1008	P62879	Q92785
1009	Q8WWY3	Q8WWY3
1010	P45983	Q62132
1011	Q9Y3B2	Q9Y3B2
1012	Q9NQX6	Q9UHX1
1013	P56589	P56589
1014	Q9WVB9	Q9Z136
1015	Q9Y2L1	Q9Y2L1
1016	O60566	P08700
1017	P31150	Q02535
1018	Q06330	Q99708
1019	Q8TBX8	Q9H6S3
1020	P18847	Q8TAU0
1021	P25963	Q70SY1
1022	Q68DY1	Q70SY1
1023	Q92730	Q92730
1024	O43290	Q15029
1025	O75175	P36915
1026	P06400	Q9NX02
1027	P18847	Q9H9D4
1028	Q70SY1	Q9UH92
1029	Q9Y333	Q9Y4Y9
1030	P18901	Q9QUL6
1031	Q14192	Q9UH92
1032	Q01728	Q3T1J5
1033	Q13868	Q9NQT5
1034	O14893	Q8TEQ6
1035	O15169	Q15797
1036	P07196	P21246
1037	P18847	Q92785
1038	P27361	Q9H2B2
1039	P49185	Q5U2N4
1040	Q02535	Q8TAU0
1041	Q12873	Q7L311
1042	P62158	Q14192
1043	P41240	Q93096
1044	Q49AN0	Q9UKT4
1045	Q16637	Q8TEQ6
1046	Q68DY1	Q9UHX1
1047	Q5T3J3	Q7L311
1048	Q13642	Q5TD97
1049	Q7TMS5	Q9DBM0
1050	P31150	Q93096
1051	Q548T0	Q549X6
1052	Q03167	Q15942
1053	Q15038	Q93062
1054	O55003	Q99JI6
1055	O60260	P56524
1056	O75175	Q92730
1057	O75400	Q7L311
1058	P21246	Q9UKY1
1059	P32851	P54282
1060	P42285	Q01780
1061	P62492	Q80T23
1062	P37840	P43004
1063	Q08999	Q15796
1064	Q68DY1	Q9UHR5
1065	P01100	P21675
1066	P04637	P56597
1067	O75175	Q9NQX6
1068	P04150	P22087
1069	P15205	P62813
1070	Q06265	Q9NQT5
1071	Q8WTW3	Q9UP83
1072	Q8TAU0	Q9UH92
1073	O75400	P07196
1074	Q15645	Q9H0W9
1075	Q5T3J3	Q5T3J3
1076	Q9H6S3	Q9NQX6
1077	O95777	Q9UK45
1078	P05696	Q62132
1079	Q96B26	Q9NQT5
1080	Q9H213	Q9P2H0
1081	P62158	Q9UH92
1082	P26641	Q5T3J3
1083	P47709	P63045
1084	P70644	Q9WU82
1085	P18847	Q92730
1086	Q92785	Q9H9D4
1087	O43172	P83876
1088	Q01780	Q9NQT4
1089	P17036	Q93096
1090	Q549X6	Q64704
1091	P21246	P21246
1092	Q06265	Q9Y2L1
1093	O00716	Q8TAK5
1094	O35551	Q3UMR0
1095	O43447	O94906
1096	O43541	Q9UPN9
1097	O60683	P56589
1098	O75175	P17036
1099	O75175	P31150
1100	P01108	Q3UPW8
1101	P02765	Q9Y6Q1
1102	P25963	Q93096
1103	P62879	Q70SY1
1104	Q15329	Q8TAK5
1105	Q62312	Q8CIN4
1106	Q92785	Q9UHX1
